Date,Time,Signal1,Signal2,Signal3,Signal4
12/7/16,13:30,0,82.08,80.6,81.88
12/7/16,16:00,0,83.4,81.84,83.14
12/8/16,13:30,0,85.45,82.51,85.41
12/8/16,16:00,0,85.82,84.79,85.77
12/9/16,13:30,0,86.38,85.36,85.67
12/9/16,16:00,0,86.22,85.58,86.19
12/12/16,13:30,0,85.72,84.66,85.06
12/12/16,16:00,0,85.57,85.02,85.56
12/13/16,13:30,0,86.32,85.14,85.4
12/13/16,16:00,0,85.82,85.24,85.44
12/14/16,13:30,0,86.54,85.43,86.29
12/14/16,16:00,0,86.7,85.53,85.63
12/15/16,13:30,0,86.84,84.33,86.05
12/15/16,16:00,0,86.18,85.45,85.54
12/16/16,13:30,0,85.76,84.11,84.61
12/16/16,16:00,0,84.67,83.72,84.04
12/19/16,13:30,0,83.53,81.95,82.87
12/19/16,16:00,0,83.14,82.2,82.55
12/20/16,13:30,0,86.24,82.87,84.85
12/20/16,16:00,0,85.76,84.81,85.4
12/21/16,13:30,0,85.25,84.43,84.87
12/21/16,16:00,0,85.35,84.83,85.22
12/22/16,13:30,0,84.96,83.34,83.64
12/22/16,16:00,0,84.36,83.64,84.25
12/23/16,13:30,0,84.35,83.19,84.09
12/23/16,16:00,0,84.32,84.01,84.23
12/27/16,13:30,0,85.14,83.89,84.06
12/27/16,16:00,0,84.12,83.76,83.81
12/28/16,13:30,0,84.09,83.05,83.07
12/28/16,16:00,0,83.2,82.86,83.01
12/29/16,13:30,0,83.35,82.4,82.89
12/29/16,16:00,0,83,82.61,82.96
12/30/16,13:30,0,83.5,81.99,82.13
12/30/16,16:00,0,82.18,81.59,82.05
1/3/17,13:30,0,84.57,82.72,84.16
1/3/17,16:00,0,84.25,83.75,83.88
1/4/17,13:30,0,85.2,83.52,84.31
1/4/17,16:00,0,84.72,84.18,84.52
1/5/17,13:30,0,85.5,84.46,84.67
1/5/17,16:00,0,85.27,84.49,84.99
1/6/17,13:30,0,85.38,84.27,85.29
1/6/17,16:00,0,85.35,84.24,84.34
1/9/17,13:30,0,85.11,84.05,84.43
1/9/17,16:00,0,84.75,84.32,84.56
1/10/17,13:30,0,86.78,84.36,86.46
1/10/17,16:00,0,86.48,85.89,85.93
1/11/17,13:30,0,86.45,85.02,85.76
1/11/17,16:00,0,86.67,85.71,86.62
1/12/17,13:30,0,86.47,84.78,85.38
1/12/17,16:00,0,86.09,85.37,85.89
1/13/17,13:30,0,86.03,84.98,85
1/13/17,16:00,0,85.25,84.89,85.08
1/17/17,13:30,0,85.11,84.03,84.4
1/17/17,16:00,0,85.07,84.07,84.98
1/18/17,13:30,0,86.35,84.05,85.07
1/18/17,16:00,0,85.61,85.07,85.53
1/19/17,13:30,0,85.94,84.26,84.74
1/19/17,16:00,0,84.88,84.44,84.56
1/20/17,13:30,0,86.54,84.5,85
1/20/17,16:00,0,85.1,84.86,85.05
1/23/17,13:30,0,85.18,84.52,84.86
1/23/17,16:00,0,85.07,84.8,84.96
1/24/17,13:30,0,86.36,84.91,86.05
1/24/17,16:00,0,86.15,85.86,86
1/25/17,13:30,0,88.23,86.7,86.96
1/25/17,16:00,0,87.76,86.97,87.68
1/26/17,13:30,0,95.8,92.28,95.26
1/26/17,16:00,0,96.09,95.17,95.64
1/27/17,13:30,0,95.6,93.79,94.45
1/27/17,16:00,0,94.99,94.31,94.56
1/30/17,13:30,0,95.74,93.62,94.04
1/30/17,16:00,0,94.54,93.99,94.4
1/31/17,13:30,0,94.46,92.65,93.13
1/31/17,16:00,0,93.68,93.07,93.63
2/1/17,13:30,0,95.02,93.63,94.66
2/1/17,16:00,0,94.83,94.13,94.35
2/2/17,13:30,0,94.82,93.61,94
2/2/17,16:00,0,94.36,93.84,93.99
2/3/17,13:30,0,95.28,93.96,94.59
2/3/17,16:00,0,94.84,94.42,94.52
2/6/17,13:30,0,95.14,94.08,95.04
2/6/17,16:00,0,95.08,94.66,94.81
2/7/17,13:30,0,95.5,94.57,94.94
2/7/17,16:00,0,95.12,94.86,95.03
2/8/17,13:30,0,95.37,94.58,95.01
2/8/17,16:00,0,95.21,94.92,94.96
2/9/17,13:30,0,95.41,94.77,95.04
2/9/17,16:00,0,95.47,95.04,95.37
2/10/17,13:30,0,96.22,94.94,95.71
2/10/17,16:00,0,96.09,95.61,95.83
2/13/17,13:30,0,97.02,96.1,96.97
2/13/17,16:00,0,97.03,96.47,96.5
2/14/17,13:30,0,97.07,96.22,96.58
2/14/17,16:00,0,96.74,96.32,96.52
2/15/17,13:30,0,97.42,95.68,96.98
2/15/17,16:00,0,97.03,96.75,96.75
2/16/17,13:30,0,96.85,95.42,95.52
2/16/17,16:00,0,96.04,95.5,95.92
2/17/17,13:30,0,95.82,94.43,94.97
2/17/17,16:00,0,95.21,94.88,95.21
2/21/17,13:30,0,96.05,94.93,96.04
2/21/17,16:00,0,96.02,95.43,95.45
2/22/17,13:30,0,96.21,95,96.01
2/22/17,16:00,0,96.07,95.71,95.93
2/23/17,13:30,0,97.39,95.79,95.96
2/23/17,16:00,0,96,95.42,95.53
2/24/17,13:30,0,96.07,94.65,95.79
2/24/17,16:00,0,96.15,95.78,96.14
2/27/17,13:30,0,96.5,95.57,96.48
2/27/17,16:00,0,96.89,96.4,96.71
2/28/17,13:30,0,97.15,96.54,96.62
2/28/17,16:00,0,96.77,96.08,96.1
3/1/17,13:30,0,97.5,96.53,97.32
3/1/17,16:00,0,97.67,97.28,97.32
3/2/17,13:30,0,97.48,96.77,97.1
3/2/17,16:00,0,97.36,96.99,97.18
3/3/17,13:30,0,97.07,94.66,95.5
3/3/17,16:00,0,95.53,95.1,95.48
3/6/17,13:30,0,94.75,93.4,94.64
3/6/17,16:00,0,94.98,94.36,94.81
3/7/17,13:30,0,94.91,94.07,94.42
3/7/17,16:00,0,94.8,94.36,94.51
3/8/17,13:30,0,96.09,95.01,95.7
3/8/17,16:00,0,95.73,95.27,95.37
3/9/17,13:30,0,96.13,95.25,95.34
3/9/17,16:00,0,95.59,94.89,95.51
3/10/17,13:30,0,97.72,95.75,96.39
3/10/17,16:00,0,97.3,96.38,97.23
3/13/17,13:30,0,97.65,96.4,96.94
3/13/17,16:00,0,97.05,96.52,96.88
3/14/17,13:30,0,96.82,95.44,95.71
3/14/17,16:00,0,95.99,95.53,95.93
3/15/17,13:30,0,96.5,95.86,96.43
3/15/17,16:00,0,97,96.39,96.73
3/16/17,13:30,0,97.24,96.45,96.95
3/16/17,16:00,0,97.16,96.84,96.98
3/17/17,13:30,0,98.46,96.88,98.24
3/17/17,16:00,0,98.45,97.68,97.8
3/20/17,13:30,0,98.02,97.06,97.67
3/20/17,16:00,0,97.94,97.42,97.91
3/21/17,13:30,0,99,96.63,97
3/21/17,16:00,0,97.46,96.76,97.04
3/22/17,13:30,0,98.49,95.56,98.09
3/22/17,16:00,0,99.07,98.02,98.74
3/23/17,13:30,0,100.48,99.05,99.48
3/23/17,16:00,0,99.85,99.22,99.35
3/24/17,13:30,0,99.79,98.79,99.12
3/24/17,16:00,0,99.16,98.18,98.58
3/27/17,13:30,0,99.13,97.33,99.06
3/27/17,16:00,0,99.57,98.92,99.3
3/28/17,13:30,0,101.1,99.76,100.53
3/28/17,16:00,0,101.11,100.3,100.34
3/29/17,13:30,0,100.33,98.81,99
3/29/17,16:00,0,99.01,98.63,98.9
3/30/17,13:30,0,99.52,98.92,99.1
3/30/17,16:00,0,99.74,99.03,99.65
3/31/17,13:30,0,99.88,98.26,98.5
3/31/17,16:00,0,98.54,98.05,98.09
4/3/17,13:30,0,98.46,96.78,97.29
4/3/17,16:00,0,97.74,97.22,97.67
4/4/17,13:30,0,98.57,97.41,98.27
4/4/17,16:00,0,98.35,97.74,98.09
4/5/17,13:30,0,99.54,97.66,99.46
4/5/17,16:00,0,99.51,97.85,98.16
4/6/17,13:30,0,99,97.12,98.98
4/6/17,16:00,0,99.22,98.62,98.77
4/7/17,13:30,0,98.76,96.53,97.46
4/7/17,16:00,0,97.7,97.27,97.39
4/10/17,13:30,0,98.71,97.12,98.15
4/10/17,16:00,0,98.31,97.82,97.94
4/11/17,13:30,0,97.88,94.94,95.17
4/11/17,16:00,0,95.38,94.85,95.3
4/12/17,13:30,0,95.87,93.95,94.06
4/12/17,16:00,0,94.77,93.97,94.71
4/13/17,13:30,0,95.35,94.02,94.18
4/13/17,16:00,0,94.69,93.86,94.36
4/17/17,13:30,0,95.44,94.35,95.25
4/17/17,16:00,0,96.15,95.32,95.94
4/18/17,13:30,0,95.92,94.58,94.96
4/18/17,16:00,0,95.62,94.95,95.55
4/19/17,13:30,0,97.05,95.84,96.16
4/19/17,16:00,0,96.27,95.6,95.91
4/20/17,13:30,0,97.98,96.32,97.67
4/20/17,16:00,0,97.72,97.13,97.21
4/21/17,13:30,0,97.83,96.91,97.05
4/21/17,16:00,0,97.51,96.9,97.33
4/24/17,13:30,0,99.49,96.91,97.72
4/24/17,16:00,0,97.93,97.41,97.44
4/25/17,13:30,0,98.92,97.84,98.79
4/25/17,16:00,0,99.44,98.74,99.17
4/26/17,13:30,0,100.74,99.14,100.61
4/26/17,16:00,0,100.92,100.44,100.47
4/27/17,13:30,0,102.68,100.31,101.64
4/27/17,16:00,0,101.93,100.57,100.66
4/28/17,13:30,0,110.6,106.11,109.1
4/28/17,16:00,0,109.13,105.42,106.58
5/1/17,13:30,0,110.32,106.08,110.15
5/1/17,16:00,0,110.23,108.32,108.38
5/2/17,13:30,0,108.95,106.56,106.66
5/2/17,16:00,0,108.16,106.46,108.07
5/3/17,13:30,0,108.02,107.13,107.45
5/3/17,16:00,0,108.25,107.29,108.09
5/4/17,13:30,0,108.91,107.47,108.12
5/4/17,16:00,0,108.42,107.84,107.93
5/5/17,13:30,0,108.77,107.86,108.62
5/5/17,16:00,0,108.92,108.38,108.59
5/8/17,13:30,0,109,107.79,108.08
5/8/17,16:00,0,108.12,107.69,107.97
5/9/17,13:30,0,108.88,108.15,108.58
5/9/17,16:00,0,109.16,108.55,108.81
5/10/17,13:30,0,108.88,107.55,108.13
5/10/17,16:00,0,108.46,108.06,108.34
5/11/17,13:30,0,108.16,106.68,107.77
5/11/17,16:00,0,108.33,107.75,108.26
5/12/17,13:30,0,108.56,107.37,107.44
5/12/17,16:00,0,107.8,107.26,107.57
5/15/17,13:30,0,108.16,106.97,107.99
5/15/17,16:00,0,108.13,107.73,108.1
5/16/17,13:30,0,108.39,107.1,107.88
5/16/17,16:00,0,107.89,107.29,107.36
5/17/17,13:30,0,106.96,104.57,104.65
5/17/17,16:00,0,104.83,103.52,103.65
5/18/17,13:30,0,105.76,103.74,105.19
5/18/17,16:00,0,105.97,104.96,104.98
5/19/17,13:30,0,106.87,105.05,106.49
5/19/17,16:00,0,106.71,106,106.09
5/22/17,13:30,0,107.2,105.61,107.01
5/22/17,16:00,0,107.35,106.89,107.2
5/23/17,13:30,0,108.04,106.48,107.52
5/23/17,16:00,0,107.65,107.08,107.16
5/24/17,13:30,0,107.99,106.92,107.71
5/24/17,16:00,0,108.37,107.71,108.17
5/25/17,13:30,0,110.72,108.58,110.67
5/25/17,16:00,0,111,110.18,110.27
5/26/17,13:30,0,111.45,110.01,110.99
5/26/17,16:00,0,111.19,110.67,111.1
5/30/17,13:30,0,111.14,110.07,110.39
5/30/17,16:00,0,110.98,110.31,110.44
5/31/17,13:30,0,111.05,109.75,110
5/31/17,16:00,0,110.35,109.9,110.18
6/1/17,13:30,0,112.86,110.29,112.17
6/1/17,16:00,0,112.95,112.04,112.75
6/2/17,13:30,0,114.5,113.22,113.64
6/2/17,16:00,0,113.78,113.22,113.38
6/5/17,13:30,0,113.25,112.23,112.43
6/5/17,16:00,0,112.48,112.05,112.06
6/6/17,13:30,0,112.31,110.86,111.67
6/6/17,16:00,0,111.69,110.83,110.85
6/7/17,13:30,0,112.15,110.39,112.07
6/7/17,16:00,0,112.62,111.93,112.14
6/8/17,13:30,0,113.7,111.78,113.22
6/8/17,16:00,0,113.5,112.6,112.82
6/9/17,13:30,0,113.53,110.83,110.99
6/9/17,16:00,0,111.01,108.86,109.81
6/12/17,13:30,0,109.94,106.66,109.55
6/12/17,16:00,0,110,109.15,109.92
6/13/17,13:30,0,112.61,110.72,111.13
6/13/17,16:00,0,111.23,110.64,110.83
6/14/17,13:30,0,112.82,111.54,112.16
6/14/17,16:00,0,112.23,110.73,111.64
6/15/17,13:30,0,110.74,109.56,110.59
6/15/17,16:00,0,112.13,110.55,112.07
6/16/17,13:30,0,112.35,110.73,112
6/16/17,16:00,0,112,111.61,111.91
6/19/17,13:30,0,113.26,112.31,112.95
6/19/17,16:00,0,113.45,112.87,113.34
6/20/17,13:30,0,113.68,112.01,112.24
6/20/17,16:00,0,112.37,111.58,111.67
6/21/17,13:30,0,114.34,111.96,113.72
6/21/17,16:00,0,114.03,113.43,113.9
6/22/17,13:30,0,115.63,113.36,113.57
6/22/17,16:00,0,113.67,112.09,112.15
6/23/17,13:30,0,112.36,110.84,111.95
6/23/17,16:00,0,112.04,111.39,111.85
6/26/17,13:30,0,112.76,111.21,111.54
6/26/17,16:00,0,111.71,111.22,111.3
6/27/17,13:30,0,111.52,109.8,109.8
6/27/17,16:00,0,110.05,108.81,108.9
6/28/17,13:30,0,110.8,109.77,110.79
6/28/17,16:00,0,110.95,110.18,110.75
6/29/17,13:30,0,110.82,107.87,107.96
6/29/17,16:00,0,109.49,107.99,109.25
6/30/17,13:30,0,109.84,108.42,109.39
6/30/17,16:00,0,109.81,108.96,109.24
7/3/17,13:30,0,111.22,108.82,108.84
7/3/17,16:00,0,108.84,108.84,108.84
7/5/17,13:30,0,110.91,109,110.79
7/5/17,16:00,0,111.1,110.55,110.63
7/6/17,13:30,0,109.86,108.13,109.47
7/6/17,16:00,0,109.72,108.28,108.58
7/7/17,13:30,0,110,108.58,109.75
7/7/17,16:00,0,109.91,109.14,109.22
7/10/17,13:30,0,109.68,108.89,109.06
7/10/17,16:00,0,109.4,108.94,109.18
7/11/17,13:30,0,109.36,107.79,108.28
7/11/17,16:00,0,109.39,108.15,109.24
7/12/17,13:30,0,110.38,109.6,109.78
7/12/17,16:00,0,110.26,109.7,110.03
7/13/17,13:30,0,110.31,108.85,109.43
7/13/17,16:00,0,109.82,109.2,109.54
7/14/17,13:30,0,109.87,108.49,108.83
7/14/17,16:00,0,109.18,108.7,108.88
7/17/17,13:30,0,111.9,108.65,111.81
7/17/17,16:00,0,111.97,111.43,111.52
7/18/17,13:30,0,112.29,110.8,111.22
7/18/17,16:00,0,112.09,111.22,111.84
7/19/17,13:30,0,112.6,111.61,112.21
7/19/17,16:00,0,112.59,112.08,112.56
7/20/17,13:30,0,116.18,113.73,115.94
7/20/17,16:00,0,116.36,115.17,115.26
7/21/17,13:30,0,116.2,114.77,115.61
7/21/17,16:00,0,115.75,114.98,115.1
7/24/17,13:30,0,116.28,114.53,115.92
7/24/17,16:00,0,116.01,115.47,115.73
7/25/17,13:30,0,116.89,114.87,115.02
7/25/17,16:00,0,115.19,114.63,114.93
7/26/17,13:30,0,115.44,114.41,114.52
7/26/17,16:00,0,114.73,114.25,114.45
7/27/17,13:30,0,115.14,112.63,112.77
7/27/17,16:00,0,113.3,112.32,113.29
7/28/17,13:30,0,113.42,112.19,112.92
7/28/17,16:00,0,113.74,112.84,113.37
7/31/17,13:30,0,114.99,113.3,113.81
7/31/17,16:00,0,114.05,112.87,113.09
8/1/17,13:30,0,120,116.21,117.46
8/1/17,16:00,0,117.69,116.51,116.84
8/2/17,13:30,0,117.68,114.66,116.65
8/2/17,16:00,0,117.59,116.64,117.38
8/3/17,13:30,0,120.47,117,119.89
8/3/17,16:00,0,120.36,119.6,119.91
8/4/17,13:30,0,120.96,119.36,119.51
8/4/17,16:00,0,119.82,119.4,119.67
8/7/17,13:30,0,120,118.22,118.49
8/7/17,16:00,0,118.53,117.63,117.75
8/8/17,13:30,0,121.47,117.8,120.98
8/8/17,16:00,0,121.22,119.6,119.8
8/9/17,13:30,0,120.51,118.06,120.17
8/9/17,16:00,0,120.49,119.59,120.48
8/10/17,13:30,0,119.85,116.38,117.33
8/10/17,16:00,0,117.89,117.05,117.27
8/11/17,13:30,0,117.74,115.45,116.9
8/11/17,16:00,0,117.44,116.69,117.22
8/14/17,13:30,0,119.76,118.3,119.59
8/14/17,16:00,0,119.92,119.51,119.6
8/15/17,13:30,0,122.96,120.4,122.47
8/15/17,16:00,0,122.57,121.68,121.69
8/16/17,13:30,0,122.6,121.39,121.77
8/16/17,16:00,0,121.79,121.11,121.24
8/17/17,13:30,0,121.15,119.7,120.03
8/17/17,16:00,0,120.22,119.12,119.17
8/18/17,13:30,0,120,118.37,119.35
8/18/17,16:00,0,119.51,118.78,118.8
8/21/17,13:30,0,120.23,118.91,119.55
8/21/17,16:00,0,120.15,119.6,119.98
8/22/17,13:30,0,121.06,119.88,120.37
8/22/17,16:00,0,121.36,120.25,121.02
8/23/17,13:30,0,121.47,120.45,121.06
8/23/17,16:00,0,121.24,120.58,120.6
8/24/17,13:30,0,121.34,119.97,120.4
8/24/17,16:00,0,120.69,120.15,120.51
8/25/17,13:30,0,121.01,119.95,120.17
8/25/17,16:00,0,120.67,120.14,120.44
8/28/17,13:30,0,121.7,120.42,120.88
8/28/17,16:00,0,120.91,120.56,120.74
8/29/17,13:30,0,120.26,118.65,120.17
8/29/17,16:00,0,120.47,119.91,120.33
8/30/17,13:30,0,121.59,119.66,121.59
8/30/17,16:00,0,121.73,121.25,121.62
8/31/17,13:30,0,123.63,122,123.54
8/31/17,16:00,0,124.51,123.38,124.42
9/1/17,13:30,0,125,123.82,124.43
9/1/17,16:00,0,124.69,124.17,124.23
9/5/17,13:30,0,123.92,117.78,118.29
9/5/17,16:00,0,119.33,118.14,119.03
9/6/17,13:30,0,119.54,117.26,118.82
9/6/17,16:00,0,119.56,118.69,118.79
9/7/17,13:30,0,119.88,117.53,118.25
9/7/17,16:00,0,118.24,117.34,117.5
9/8/17,13:30,0,118.7,115.6,118.17
9/8/17,16:00,0,118.17,117.36,117.45
9/11/17,13:30,0,123.33,120.01,121.39
9/11/17,16:00,0,121.7,121.08,121.66
9/12/17,13:30,0,122.24,120.48,120.87
9/12/17,16:00,0,121.83,120.77,121.64
9/13/17,13:30,0,121.79,120.6,121.73
9/13/17,16:00,0,122.34,121.54,122.18
9/14/17,13:30,0,124.76,121.13,124.5
9/14/17,16:00,0,124.73,123.48,123.56
9/15/17,13:30,0,122.23,119.81,120.99
9/15/17,16:00,0,121.12,120.75,120.93
9/18/17,13:30,0,121.09,119.42,119.48
9/18/17,16:00,0,119.47,118.74,118.8
9/19/17,13:30,0,119.02,117.49,117.66
9/19/17,16:00,0,118.69,117.66,118.5
9/20/17,13:30,0,118.57,114.68,115.32
9/20/17,16:00,0,115.87,114.6,115.55
9/21/17,13:30,0,116.57,114.07,116.44
9/21/17,16:00,0,116.75,116.01,116.19
9/22/17,13:30,0,116.34,114.81,115.36
9/22/17,16:00,0,115.66,115.08,115.21
9/25/17,13:30,0,115.1,113.2,113.89
9/25/17,16:00,0,114.11,113.57,113.89
9/26/17,13:30,0,119.49,115.32,117.32
9/26/17,16:00,0,117.59,116.81,117.22
9/27/17,13:30,0,118.53,116.37,116.75
9/27/17,16:00,0,116.98,115.54,115.75
9/28/17,13:30,0,118.54,115.09,118
9/28/17,16:00,0,118.49,117.9,118.21
9/29/17,13:30,0,119.14,116.73,119
9/29/17,16:00,0,119.35,118.29,118.54
10/2/17,13:30,0,118.92,117.55,118.83
10/2/17,16:00,0,119.22,118.72,119.12
10/3/17,13:30,0,119.64,117.82,119.06
10/3/17,16:00,0,119.27,118.52,119
10/4/17,13:30,0,122.3,119,121.64
10/4/17,16:00,0,122.03,121.39,121.69
10/5/17,13:30,0,124.23,121.86,123.95
10/5/17,16:00,0,124.12,123.46,123.68
10/6/17,13:30,0,125,122.78,123.08
10/6/17,16:00,0,123.4,122.93,123.36
10/9/17,13:30,0,124.58,122.98,124.12
10/9/17,16:00,0,124.64,123.99,124.5
10/10/17,13:30,0,126.07,124.59,125.12
10/10/17,16:00,0,125.37,124.73,124.8
10/11/17,13:30,0,125.86,124.5,124.97
10/11/17,16:00,0,125.35,124.93,125.01
10/12/17,13:30,0,125.68,124.51,125.15
10/12/17,16:00,0,125.34,124.77,125.02
10/13/17,13:30,0,126.71,125.27,126.66
10/13/17,16:00,0,128.09,126.66,127.78
10/16/17,13:30,0,127.92,126.5,127.16
10/16/17,16:00,0,127.57,127.05,127.38
10/17/17,13:30,0,127.66,127,127.23
10/17/17,16:00,0,127.39,127.13,127.24
10/18/17,13:30,0,127.58,125.04,125.35
10/18/17,16:00,0,125.5,124.85,124.9
