Date,Time,Open,High,Low,Close,Up,Down
10/05/2016,16:00,75.18,75.23,74.83,74.85,268660,344047
10/06/2016,13:30,74.84,75.04,74.15,74.49,312013,336130
10/06/2016,16:00,74.49,75.09,74.48,74.84,232969,269011
10/07/2016,13:30,74.74,75.16,73.85,73.96,281842,366514
10/07/2016,16:00,73.94,74.09,73.69,73.69,273223,298683
10/10/2016,13:30,74.03,74.5,73.79,73.82,175194,216403
10/10/2016,16:00,73.86,73.88,73.6,73.71,130564,161350
10/11/2016,13:30,73.71,73.72,72.47,72.64,421150,495978
10/11/2016,16:00,72.6,72.66,71.9,72.34,350020,351065
10/12/2016,13:30,72.38,72.73,71.72,72.47,291813,245599
10/12/2016,16:00,72.48,72.89,72.25,72.38,193185,251113
10/13/2016,13:30,71.5,71.93,71.23,71.79,410436,429326
10/13/2016,16:00,71.8,72.33,71.79,72.08,253906,282196
10/14/2016,13:30,71.8,72.54,70.24,70.46,534752,602571
10/14/2016,16:00,70.47,70.61,69.96,69.97,402098,461752
10/17/2016,13:30,69.85,70.0,68.67,68.75,382539,565241
10/17/2016,16:00,68.78,69.17,68.75,68.79,366252,404312
10/18/2016,13:30,69.99,70.95,69.56,70.26,382422,357605
10/18/2016,16:00,70.26,70.35,69.95,70.04,247773,249292
10/19/2016,13:30,69.75,71.14,69.53,71.01,321915,317464
10/19/2016,16:00,71.01,71.1,70.7,70.83,282500,353860
10/20/2016,13:30,70.81,70.81,69.51,70.37,302229,276197
10/20/2016,16:00,70.39,70.63,70.24,70.48,213876,193216
10/21/2016,13:30,69.94,70.39,69.32,69.46,337700,405115
10/21/2016,16:00,69.46,69.75,69.35,69.37,251926,396525
10/24/2016,13:30,69.82,70.94,69.81,70.32,286447,307729
10/24/2016,16:00,70.32,70.69,70.25,70.35,248604,311869
10/25/2016,13:30,70.03,70.66,69.84,70.6,265220,271374
10/25/2016,16:00,70.6,70.8,70.54,70.64,205891,187545
10/26/2016,13:30,70.39,70.44,69.69,70.17,726585,643303
10/26/2016,16:00,70.16,70.2,69.8,69.9,301768,331196
10/27/2016,13:30,69.25,69.4,67.88,68.1,651205,578572
10/27/2016,16:00,68.1,68.2,67.53,68.07,745694,624593
10/28/2016,13:30,72.13,75.46,71.5,74.35,2350117,2488757
10/28/2016,16:00,74.35,74.91,73.98,74.47,905584,1018129
10/31/2016,13:30,75.0,77.35,74.85,77.33,1062517,1190702
10/31/2016,16:00,77.32,77.5,76.82,76.87,1062385,1215321
11/01/2016,13:30,77.11,77.78,75.05,75.26,930082,977384
11/01/2016,16:00,75.25,76.44,74.62,76.23,688455,671736
11/02/2016,13:30,75.78,76.85,75.04,75.19,334559,477467
11/02/2016,16:00,75.21,75.55,74.9,75.03,289581,316070
11/03/2016,13:30,75.41,76.69,75.41,75.88,531049,400112
11/03/2016,16:00,75.87,76.21,75.78,76.09,414759,478416
11/04/2016,13:30,76.09,76.89,76.09,76.34,329032,303894
11/04/2016,16:00,76.35,76.36,75.15,75.23,191470,234034
11/07/2016,13:30,76.06,76.77,75.56,76.56,575349,442203
11/07/2016,16:00,76.56,76.74,75.92,76.48,363914,391969
11/08/2016,13:30,76.17,77.4,75.98,77.2,372452,322960
11/08/2016,16:00,77.2,77.8,77.02,77.56,430130,458840
11/09/2016,13:30,76.22,78.73,75.8,78.47,891512,907028
11/09/2016,16:00,78.45,79.47,78.4,79.0,794178,679234
11/10/2016,13:30,79.22,81.63,79.22,81.07,768227,790024
11/10/2016,16:00,81.1,81.33,80.26,80.36,344835,361047
11/11/2016,13:30,80.44,82.13,80.36,81.35,770101,660961
11/11/2016,16:00,81.36,81.79,81.35,81.74,393256,430245
11/14/2016,13:30,82.49,84.32,82.32,83.75,858164,827533
11/14/2016,16:00,83.77,84.5,83.48,84.06,752422,925589
11/15/2016,13:30,84.0,84.15,82.87,82.94,467655,591198
11/15/2016,16:00,82.93,83.09,82.7,82.99,240473,268002
11/16/2016,13:30,82.73,82.95,81.75,82.15,285451,327586
11/16/2016,16:00,82.15,82.51,82.09,82.4,271950,246848
11/17/2016,13:30,82.2,83.42,82.08,83.24,243217,276297
11/17/2016,16:00,83.25,83.3,82.8,82.89,237823,270367
11/18/2016,13:30,82.9,83.12,82.08,83.04,229806,310583
11/18/2016,16:00,83.04,83.36,82.86,82.95,172711,231034
11/21/2016,13:30,83.1,83.59,82.32,82.57,186749,193273
11/21/2016,16:00,82.58,82.82,82.52,82.66,188568,201560
11/22/2016,13:30,82.64,83.23,82.23,82.62,245947,448470
11/22/2016,16:00,82.63,82.77,82.45,82.49,328840,375520
11/23/2016,13:30,82.73,82.87,82.08,82.27,441925,272486
11/23/2016,16:00,82.26,82.6,82.22,82.58,190176,182765
11/25/2016,13:30,82.55,83.35,82.01,83.02,317730,201509
11/25/2016,16:00,83.02,83.02,83.02,83.02,439,0
11/28/2016,13:30,82.86,82.87,81.32,81.88,320162,282298
11/28/2016,16:00,81.89,82.03,81.5,81.51,237662,280983
11/29/2016,13:30,81.94,82.64,81.75,82.47,200388,225657
11/29/2016,16:00,82.46,82.98,82.44,82.92,274684,263705
11/30/2016,13:30,82.59,82.59,80.1,81.11,468748,451964
11/30/2016,16:00,81.11,81.3,80.85,81.0,339512,294866
12/01/2016,13:30,80.56,80.78,78.79,79.05,314908,329268
12/01/2016,16:00,79.03,79.37,78.77,79.29,419189,421863
12/02/2016,13:30,79.3,79.97,79.1,79.72,155615,159594
12/02/2016,16:00,79.73,79.78,79.46,79.55,151835,150791
12/05/2016,13:30,80.3,82.5,79.86,81.24,363805,439898
12/05/2016,16:00,81.25,81.41,80.92,81.04,223241,227594
12/06/2016,13:30,81.22,81.7,80.87,81.7,214412,255870
12/06/2016,16:00,81.7,81.79,81.08,81.14,269168,359946
12/07/2016,13:30,81.25,82.08,80.6,81.88,360714,430450
12/07/2016,16:00,81.89,83.4,81.84,83.14,426448,477130
12/08/2016,13:30,83.5,85.45,82.51,85.41,430126,348672
12/08/2016,16:00,85.41,85.82,84.79,85.77,666128,516316
12/09/2016,13:30,85.64,86.38,85.36,85.67,266420,240272
12/09/2016,16:00,85.67,86.22,85.58,86.19,368742,287876
12/12/2016,13:30,85.67,85.72,84.66,85.06,537936,540905
12/12/2016,16:00,85.07,85.57,85.02,85.56,303173,418795
12/13/2016,13:30,85.85,86.32,85.14,85.4,423033,346657
12/13/2016,16:00,85.43,85.82,85.24,85.44,237108,231818
12/14/2016,13:30,85.5,86.54,85.43,86.29,274180,234466
12/14/2016,16:00,86.27,86.7,85.53,85.63,527238,416727
12/15/2016,13:30,84.71,86.84,84.33,86.05,893417,863567
12/15/2016,16:00,86.04,86.18,85.45,85.54,489682,729496
12/16/2016,13:30,85.43,85.76,84.11,84.61,463473,332101
12/16/2016,16:00,84.62,84.67,83.72,84.04,377411,449325
12/19/2016,13:30,83.19,83.53,81.95,82.87,298608,289712
12/19/2016,16:00,82.86,83.14,82.2,82.55,261205,281994
12/20/2016,13:30,83.16,86.24,82.87,84.85,630722,592109
12/20/2016,16:00,84.84,85.76,84.81,85.4,331255,277554
12/21/2016,13:30,84.97,85.25,84.43,84.87,233304,214182
12/21/2016,16:00,84.89,85.35,84.83,85.22,253267,183671
12/22/2016,13:30,84.96,84.96,83.34,83.64,255420,249924
12/22/2016,16:00,83.64,84.36,83.64,84.25,201215,158695
12/23/2016,13:30,84.23,84.35,83.19,84.09,140795,159044
12/23/2016,16:00,84.09,84.32,84.01,84.23,94011,103176
12/27/2016,13:30,84.4,85.14,83.89,84.06,96826,120296
12/27/2016,16:00,84.07,84.12,83.76,83.81,84696,120852
12/28/2016,13:30,83.98,84.09,83.05,83.07,123865,179746
12/28/2016,16:00,83.07,83.2,82.86,83.01,166862,214414
12/29/2016,13:30,83.17,83.35,82.4,82.89,142592,162751
12/29/2016,16:00,82.87,83.0,82.61,82.96,153157,180532
12/30/2016,13:30,83.24,83.5,81.99,82.13,147650,190571
12/30/2016,16:00,82.14,82.18,81.59,82.05,184204,227120
01/03/2017,13:30,82.72,84.57,82.72,84.16,364521,385332
01/03/2017,16:00,84.14,84.25,83.75,83.88,190380,325675
01/04/2017,13:30,83.92,85.2,83.52,84.31,381912,454968
01/04/2017,16:00,84.32,84.72,84.18,84.52,246939,272629
01/05/2017,13:30,84.6,85.5,84.46,84.67,306251,420048
01/05/2017,16:00,84.68,85.27,84.49,84.99,194975,207722
01/06/2017,13:30,85.28,85.38,84.27,85.29,211312,194950
01/06/2017,16:00,85.29,85.35,84.24,84.34,340247,464263
01/09/2017,13:30,84.32,85.11,84.05,84.43,182852,196062
01/09/2017,16:00,84.45,84.75,84.32,84.56,162335,211629
01/10/2017,13:30,84.77,86.78,84.36,86.46,335472,388089
01/10/2017,16:00,86.47,86.48,85.89,85.93,198736,225833
01/11/2017,13:30,85.9,86.45,85.02,85.76,256235,269305
01/11/2017,16:00,85.74,86.67,85.71,86.62,160853,177445
01/12/2017,13:30,86.43,86.47,84.78,85.38,326557,377450
01/12/2017,16:00,85.37,86.09,85.37,85.89,181880,165814
01/13/2017,13:30,85.63,86.03,84.98,85.0,216503,204036
01/13/2017,16:00,85.02,85.25,84.89,85.08,171613,166964
01/17/2017,13:30,84.88,85.11,84.03,84.4,142667,155606
01/17/2017,16:00,84.39,85.07,84.07,84.98,243632,200944
01/18/2017,13:30,84.9,86.35,84.05,85.07,314741,361709
01/18/2017,16:00,85.07,85.61,85.07,85.53,174062,170952
01/19/2017,13:30,84.72,85.94,84.26,84.74,442562,436831
01/19/2017,16:00,84.71,84.88,84.44,84.56,290017,276569
01/20/2017,13:30,84.83,86.54,84.5,85.0,461673,465382
01/20/2017,16:00,84.97,85.1,84.86,85.05,301784,449635
01/23/2017,13:30,85.05,85.18,84.52,84.86,329637,404215
01/23/2017,16:00,84.88,85.07,84.8,84.96,384738,450832
01/24/2017,13:30,84.91,86.36,84.91,86.05,799720,743739
01/24/2017,16:00,86.05,86.15,85.86,86.0,514885,527477
01/25/2017,13:30,86.75,88.23,86.7,86.96,789060,789759
01/25/2017,16:00,86.99,87.76,86.97,87.68,668873,602444
01/26/2017,13:30,93.05,95.8,92.28,95.26,2208390,2073013
01/26/2017,16:00,95.25,96.09,95.17,95.64,1093257,1127880
01/27/2017,13:30,95.52,95.6,93.79,94.45,789496,781019
01/27/2017,16:00,94.45,94.99,94.31,94.56,538679,609813
01/30/2017,13:30,95.23,95.74,93.62,94.04,457020,498137
01/30/2017,16:00,94.04,94.54,93.99,94.4,387333,420483
01/31/2017,13:30,94.42,94.46,92.65,93.13,441574,406698
01/31/2017,16:00,93.15,93.68,93.07,93.63,292724,316526
02/01/2017,13:30,94.1,95.02,93.63,94.66,415909,497581
02/01/2017,16:00,94.66,94.83,94.13,94.35,340310,432103
02/02/2017,13:30,94.21,94.82,93.61,94.0,227732,236907
02/02/2017,16:00,93.99,94.36,93.84,93.99,221323,262842
02/03/2017,13:30,94.01,95.28,93.96,94.59,280656,358750
02/03/2017,16:00,94.59,94.84,94.42,94.52,285451,349735
02/06/2017,13:30,94.18,95.14,94.08,95.04,224243,245914
02/06/2017,16:00,95.05,95.08,94.66,94.81,257313,240867
02/07/2017,13:30,95.21,95.5,94.57,94.94,268702,219953
02/07/2017,16:00,94.92,95.12,94.86,95.03,200720,201570
02/08/2017,13:30,94.99,95.37,94.58,95.01,345242,273414
02/08/2017,16:00,94.98,95.21,94.92,94.96,222401,218493
02/09/2017,13:30,95.13,95.41,94.77,95.04,311407,310712
02/09/2017,16:00,95.05,95.47,95.04,95.37,215449,207908
02/10/2017,13:30,95.43,96.22,94.94,95.71,248084,288171
02/10/2017,16:00,95.7,96.09,95.61,95.83,254770,248344
02/13/2017,13:30,96.49,97.02,96.1,96.97,292317,298802
02/13/2017,16:00,96.97,97.03,96.47,96.5,134326,210754
02/14/2017,13:30,96.31,97.07,96.22,96.58,197544,193265
02/14/2017,16:00,96.56,96.74,96.32,96.52,150547,154261
02/15/2017,13:30,96.14,97.42,95.68,96.98,290978,295557
02/15/2017,16:00,96.98,97.03,96.75,96.75,221874,259301
02/16/2017,13:30,96.68,96.85,95.42,95.52,294617,252766
02/16/2017,16:00,95.51,96.04,95.5,95.92,215025,236366
02/17/2017,13:30,95.7,95.82,94.43,94.97,392921,325203
02/17/2017,16:00,94.96,95.21,94.88,95.21,245882,247542
02/21/2017,13:30,95.22,96.05,94.93,96.04,385563,337360
02/21/2017,16:00,96.02,96.02,95.43,95.45,242531,301091
02/22/2017,13:30,95.46,96.21,95.0,96.01,514203,592641
02/22/2017,16:00,96.0,96.07,95.71,95.93,313136,346019
02/23/2017,13:30,96.55,97.39,95.79,95.96,307117,316594
02/23/2017,16:00,95.96,96.0,95.42,95.53,202660,252112
02/24/2017,13:30,95.63,96.07,94.65,95.79,254569,265546
02/24/2017,16:00,95.79,96.15,95.78,96.14,191240,200547
02/27/2017,13:30,95.96,96.5,95.57,96.48,369731,257272
02/27/2017,16:00,96.48,96.89,96.4,96.71,210094,244642
02/28/2017,13:30,96.65,97.15,96.54,96.62,184115,248367
02/28/2017,16:00,96.62,96.77,96.08,96.1,180479,217556
03/01/2017,13:30,96.81,97.5,96.53,97.32,277248,248570
03/01/2017,16:00,97.3,97.67,97.28,97.32,202109,215876
03/02/2017,13:30,97.48,97.48,96.77,97.1,150594,145394
03/02/2017,16:00,97.11,97.36,96.99,97.18,168515,160209
03/03/2017,13:30,96.42,97.07,94.66,95.5,469897,448504
03/03/2017,16:00,95.48,95.53,95.1,95.48,314944,285750
03/06/2017,13:30,94.62,94.75,93.4,94.64,383155,356690
03/06/2017,16:00,94.66,94.98,94.36,94.81,263946,262467
03/07/2017,13:30,94.67,94.91,94.07,94.42,237654,275228
03/07/2017,16:00,94.41,94.8,94.36,94.51,261802,262019
03/08/2017,13:30,95.05,96.09,95.01,95.7,353780,310332
03/08/2017,16:00,95.7,95.73,95.27,95.37,262332,261709
03/09/2017,13:30,95.91,96.13,95.25,95.34,156175,197509
03/09/2017,16:00,95.31,95.59,94.89,95.51,142611,136933
03/10/2017,13:30,95.75,97.72,95.75,96.39,347163,354152
03/10/2017,16:00,96.42,97.3,96.38,97.23,299389,308848
03/13/2017,13:30,97.51,97.65,96.4,96.94,283664,246009
03/13/2017,16:00,96.92,97.05,96.52,96.88,187349,150473
03/14/2017,13:30,96.78,96.82,95.44,95.71,229611,237478
03/14/2017,16:00,95.71,95.99,95.53,95.93,196740,161686
03/15/2017,13:30,96.18,96.5,95.86,96.43,92412,99330
03/15/2017,16:00,96.42,97.0,96.39,96.73,129584,162520
03/16/2017,13:30,96.9,97.24,96.45,96.95,122316,114696
03/16/2017,16:00,96.93,97.16,96.84,96.98,148898,134272
03/17/2017,13:30,97.01,98.46,96.88,98.24,353829,409075
03/17/2017,16:00,98.26,98.45,97.68,97.8,232703,261160
03/20/2017,13:30,97.9,98.02,97.06,97.67,130543,115043
03/20/2017,16:00,97.66,97.94,97.42,97.91,129676,118293
03/21/2017,13:30,98.56,99.0,96.63,97.0,190205,175456
03/21/2017,16:00,96.95,97.46,96.76,97.04,223897,215822
03/22/2017,13:30,96.72,98.49,95.56,98.09,272470,271120
03/22/2017,16:00,98.1,99.07,98.02,98.74,325110,253413
03/23/2017,13:30,99.05,100.48,99.05,99.48,389696,329755
03/23/2017,16:00,99.46,99.85,99.22,99.35,309565,275872
03/24/2017,13:30,99.42,99.79,98.79,99.12,166041,173693
03/24/2017,16:00,99.16,99.16,98.18,98.58,182520,148807
03/27/2017,13:30,98.11,99.13,97.33,99.06,176766,146435
03/27/2017,16:00,99.02,99.57,98.92,99.3,207607,247167
03/28/2017,13:30,99.88,101.1,99.76,100.53,334415,314642
03/28/2017,16:00,100.51,101.11,100.3,100.34,231414,214706
03/29/2017,13:30,100.0,100.33,98.81,99.0,214708,212631
03/29/2017,16:00,98.98,99.01,98.63,98.9,196857,204322
03/30/2017,13:30,98.92,99.52,98.92,99.1,184711,192441
03/30/2017,16:00,99.1,99.74,99.03,99.65,195707,173841
03/31/2017,13:30,99.66,99.88,98.26,98.5,182118,201591
03/31/2017,16:00,98.54,98.54,98.05,98.09,292505,316441
04/03/2017,13:30,98.32,98.46,96.78,97.29,163188,213127
04/03/2017,16:00,97.27,97.74,97.22,97.67,168051,189152
04/04/2017,13:30,97.9,98.57,97.41,98.27,223429,182870
04/04/2017,16:00,98.3,98.35,97.74,98.09,135610,133658
04/05/2017,13:30,98.41,99.54,97.66,99.46,194855,205546
04/05/2017,16:00,99.45,99.51,97.85,98.16,168493,199363
04/06/2017,13:30,97.86,99.0,97.12,98.98,171046,153560
04/06/2017,16:00,98.97,99.22,98.62,98.77,160846,161357
04/07/2017,13:30,98.69,98.76,96.53,97.46,425729,489460
04/07/2017,16:00,97.46,97.7,97.27,97.39,335709,283615
04/10/2017,13:30,97.38,98.71,97.12,98.15,294435,333280
04/10/2017,16:00,98.17,98.31,97.82,97.94,248865,324052
04/11/2017,13:30,97.29,97.88,94.94,95.17,480323,466783
04/11/2017,16:00,95.19,95.38,94.85,95.3,508245,540793
04/12/2017,13:30,95.35,95.87,93.95,94.06,289605,318086
04/12/2017,16:00,94.05,94.77,93.97,94.71,284054,240341
04/13/2017,13:30,94.57,95.35,94.02,94.18,258536,423859
04/13/2017,16:00,94.15,94.69,93.86,94.36,261301,243812
04/17/2017,13:30,94.91,95.44,94.35,95.25,217225,219296
04/17/2017,16:00,95.32,96.15,95.32,95.94,191248,205325
04/18/2017,13:30,95.71,95.92,94.58,94.96,196010,222180
04/18/2017,16:00,94.95,95.62,94.95,95.55,129833,134780
04/19/2017,13:30,96.17,97.05,95.84,96.16,233015,183058
04/19/2017,16:00,96.13,96.27,95.6,95.91,171659,155274
04/20/2017,13:30,96.32,97.98,96.32,97.67,328338,382981
04/20/2017,16:00,97.7,97.72,97.13,97.21,317756,373960
04/21/2017,13:30,96.97,97.83,96.91,97.05,228770,181261
04/21/2017,16:00,97.08,97.51,96.9,97.33,206790,170082
04/24/2017,13:30,98.85,99.49,96.91,97.72,432183,382998
04/24/2017,16:00,97.72,97.93,97.41,97.44,301106,249614
04/25/2017,13:30,98.15,98.92,97.84,98.79,283314,310683
04/25/2017,16:00,98.78,99.44,98.74,99.17,261569,339306
04/26/2017,13:30,99.27,100.74,99.14,100.61,276682,245087
04/26/2017,16:00,100.6,100.92,100.44,100.47,262818,248775
04/27/2017,13:30,100.84,102.68,100.31,101.64,674002,651531
04/27/2017,16:00,101.64,101.93,100.57,100.66,488106,608584
04/28/2017,13:30,106.32,110.6,106.11,109.1,1657651,1707951
04/28/2017,16:00,109.09,109.13,105.42,106.58,1007853,1203595
05/01/2017,13:30,106.8,110.32,106.08,110.15,833826,921553
05/01/2017,16:00,110.12,110.23,108.32,108.38,582385,678883
05/02/2017,13:30,108.62,108.95,106.56,106.66,461010,500589
05/02/2017,16:00,106.65,108.16,106.46,108.07,422722,341167
05/03/2017,13:30,107.98,108.02,107.13,107.45,238743,285146
05/03/2017,16:00,107.43,108.25,107.29,108.09,232140,259352
05/04/2017,13:30,108.44,108.91,107.47,108.12,467668,609086
05/04/2017,16:00,108.11,108.42,107.84,107.93,349118,507457
05/05/2017,13:30,108.36,108.77,107.86,108.62,186582,146242
05/05/2017,16:00,108.62,108.92,108.38,108.59,157502,164426
05/08/2017,13:30,108.35,109.0,107.79,108.08,159821,179961
05/08/2017,16:00,108.07,108.12,107.69,107.97,128962,136946
05/09/2017,13:30,108.22,108.88,108.15,108.58,136556,133833
05/09/2017,16:00,108.58,109.16,108.55,108.81,185996,196131
05/10/2017,13:30,108.87,108.88,107.55,108.13,284699,311338
05/10/2017,16:00,108.12,108.46,108.06,108.34,169550,143416
05/11/2017,13:30,108.0,108.16,106.68,107.77,170620,162537
05/11/2017,16:00,107.75,108.33,107.75,108.26,213216,163664
05/12/2017,13:30,108.13,108.56,107.37,107.44,224013,230153
05/12/2017,16:00,107.44,107.8,107.26,107.57,223359,185407
05/15/2017,13:30,107.31,108.16,106.97,107.99,215391,169986
05/15/2017,16:00,108.01,108.13,107.73,108.1,220537,162157
05/16/2017,13:30,108.33,108.39,107.1,107.88,154894,158476
05/16/2017,16:00,107.85,107.89,107.29,107.36,143589,114166
05/17/2017,13:30,106.76,106.96,104.57,104.65,333731,382192
05/17/2017,16:00,104.65,104.83,103.52,103.65,273484,288353
05/18/2017,13:30,104.01,105.76,103.74,105.19,228039,221378
05/18/2017,16:00,105.16,105.97,104.96,104.98,170192,169211
05/19/2017,13:30,105.76,106.87,105.05,106.49,296645,202096
05/19/2017,16:00,106.46,106.71,106.0,106.09,185450,206426
05/22/2017,13:30,106.19,107.2,105.61,107.01,225869,215331
05/22/2017,16:00,107.02,107.35,106.89,107.2,157013,131434
05/23/2017,13:30,107.09,108.04,106.48,107.52,208775,212511
05/23/2017,16:00,107.55,107.65,107.08,107.16,191935,168871
05/24/2017,13:30,107.46,107.99,106.92,107.71,167726,155981
05/24/2017,16:00,107.71,108.37,107.71,108.17,177311,146333
05/25/2017,13:30,108.95,110.72,108.58,110.67,350129,288852
05/25/2017,16:00,110.66,111.0,110.18,110.27,368961,356051
05/26/2017,13:30,110.01,111.45,110.01,110.99,228254,283495
05/26/2017,16:00,110.99,111.19,110.67,111.1,181779,176407
05/30/2017,13:30,110.97,111.14,110.07,110.39,233946,305042
05/30/2017,16:00,110.4,110.98,110.31,110.44,195207,199105
05/31/2017,13:30,110.45,111.05,109.75,110.0,232708,248647
05/31/2017,16:00,110.0,110.35,109.9,110.18,252752,255118
06/01/2017,13:30,110.61,112.86,110.29,112.17,343825,276139
06/01/2017,16:00,112.18,112.95,112.04,112.75,247487,239971
06/02/2017,13:30,113.25,114.5,113.22,113.64,231191,230881
06/02/2017,16:00,113.66,113.78,113.22,113.38,149099,163574
06/05/2017,13:30,113.11,113.25,112.23,112.43,177884,145579
06/05/2017,16:00,112.43,112.48,112.05,112.06,175107,170610
06/06/2017,13:30,111.77,112.31,110.86,111.67,321141,314184
06/06/2017,16:00,111.68,111.69,110.83,110.85,290008,257162
06/07/2017,13:30,111.47,112.15,110.39,112.07,330626,291663
06/07/2017,16:00,112.06,112.62,111.93,112.14,183686,173332
06/08/2017,13:30,112.15,113.7,111.78,113.22,203887,215084
06/08/2017,16:00,113.2,113.5,112.6,112.82,148231,186323
06/09/2017,13:30,112.88,113.53,110.83,110.99,190148,225727
06/09/2017,16:00,110.97,111.01,108.86,109.81,373689,390217
06/12/2017,13:30,109.67,109.94,106.66,109.55,554725,590074
06/12/2017,16:00,109.59,110.0,109.15,109.92,247246,288821
06/13/2017,13:30,111.08,112.61,110.72,111.13,323405,347626
06/13/2017,16:00,111.14,111.23,110.64,110.83,170350,168924
06/14/2017,13:30,112.0,112.82,111.54,112.16,268742,222963
06/14/2017,16:00,112.13,112.23,110.73,111.64,296027,287013
06/15/2017,13:30,110.49,110.74,109.56,110.59,253519,242278
06/15/2017,16:00,110.57,112.13,110.55,112.07,357441,262527
06/16/2017,13:30,111.59,112.35,110.73,112.0,202452,272993
06/16/2017,16:00,112.0,112.0,111.61,111.91,162086,148508
06/19/2017,13:30,112.49,113.26,112.31,112.95,159933,158528
06/19/2017,16:00,112.97,113.45,112.87,113.34,244964,165147
06/20/2017,13:30,113.38,113.68,112.01,112.24,93521,119004
06/20/2017,16:00,112.18,112.37,111.58,111.67,170550,179337
06/21/2017,13:30,111.96,114.34,111.96,113.72,323268,309273
06/21/2017,16:00,113.72,114.03,113.43,113.9,312606,324251
06/22/2017,13:30,113.82,115.63,113.36,113.57,366058,381748
06/22/2017,16:00,113.57,113.67,112.09,112.15,313911,316477
06/23/2017,13:30,112.17,112.36,110.84,111.95,385857,324552
06/23/2017,16:00,111.97,112.04,111.39,111.85,222427,232568
